HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text,Answer.extremism level.label,Approve,Reject
302OLP89DZ08FUYI906UYROUSBNACN,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,36H9ULYP63NT6JJQKAEANG86FZYJFC,A1U575CZRDWFT,Approved,Mon Apr 10 05:20:12 PDT 2023,Mon Apr 10 05:21:20 PDT 2023,Thu Apr 13 05:21:20 PDT 2023,Thu Apr 13 05:21:29 PDT 2023,,,68,100% (17/17),100% (17/17),100% (17/17),"@DGBassani @gernot_ruzicka Does #pneumonia and Influenza like illnesses"" include or exclude #Covid19 and #LongCovid ?",Neutral,,
302OLP89DZ08FUYI906UYROUSBNACN,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3Y5140Z9DY992LOEGVPFN97A4QXPIA,A1Z6RO9XS6SQDD,Approved,Mon Apr 10 05:20:55 PDT 2023,Mon Apr 10 05:21:27 PDT 2023,Thu Apr 13 05:21:27 PDT 2023,Thu Apr 13 05:21:30 PDT 2023,,,32,100% (7/7),100% (7/7),100% (7/7),"@DGBassani @gernot_ruzicka Does #pneumonia and Influenza like illnesses"" include or exclude #Covid19 and #LongCovid ?",Far-left,,
302OLP89DZ08FUYI906UYROUSBNACN,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,37UEWGM5HU1JES8VLG8Y05Q3O69R1B,A30SESDXNRK4OM,Approved,Mon Apr 10 05:17:56 PDT 2023,Mon Apr 10 05:18:30 PDT 2023,Thu Apr 13 05:18:30 PDT 2023,Thu Apr 13 05:19:23 PDT 2023,,,34,100% (1/1),100% (1/1),100% (1/1),"@DGBassani @gernot_ruzicka Does #pneumonia and Influenza like illnesses"" include or exclude #Covid19 and #LongCovid ?",Neutral,,
302OLP89DZ08FUYI906UYROUSBNACN,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3YDTZAI2WY9CDM6XA4CLSCFTWSQ416,A3VS3NJGV3EAHT,Approved,Mon Apr 10 05:18:06 PDT 2023,Mon Apr 10 05:18:22 PDT 2023,Thu Apr 13 05:18:22 PDT 2023,Thu Apr 13 05:18:23 PDT 2023,,,16,100% (9/9),100% (9/9),100% (9/9),"@DGBassani @gernot_ruzicka Does #pneumonia and Influenza like illnesses"" include or exclude #Covid19 and #LongCovid ?",Neutral,,
32TMVRKDGNRR12SOJNGYJ26BAA6844,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3N4BPTXIO9LD0LMYXK9LAV9M4BEKUC,A1Q0495NMQY3V0,Approved,Mon Apr 10 05:18:46 PDT 2023,Mon Apr 10 05:18:59 PDT 2023,Thu Apr 13 05:18:59 PDT 2023,Thu Apr 13 05:19:28 PDT 2023,,,13,100% (5/5),100% (5/5),100% (5/5),"We are happy to have joined @mytreeUganda @BOU_Official @UgandaGolf @KAAdvocates @newvisionwire among others at the launch of ""Remember Me"" initiative where we are creating a massive memorial book @ugandamuseums in memory of #COVID19 victims and planting a tree for each. https://t.co/BN5URy1qWF",Far-right,,
32TMVRKDGNRR12SOJNGYJ26BAA6844,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3S4AW7T80CBP3TA13EU4CRO7UYV4LC,A2CNMQU0FVAUFY,Approved,Mon Apr 10 05:18:16 PDT 2023,Mon Apr 10 05:19:15 PDT 2023,Thu Apr 13 05:19:15 PDT 2023,Thu Apr 13 05:19:33 PDT 2023,,,59,100% (7/7),100% (7/7),100% (7/7),"We are happy to have joined @mytreeUganda @BOU_Official @UgandaGolf @KAAdvocates @newvisionwire among others at the launch of ""Remember Me"" initiative where we are creating a massive memorial book @ugandamuseums in memory of #COVID19 victims and planting a tree for each. https://t.co/BN5URy1qWF",Neutral,,
32TMVRKDGNRR12SOJNGYJ26BAA6844,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3HFNH7HEMI7G66JYQK4122K4U9RGQ0,A2Q8W9EV4RRC0O,Approved,Mon Apr 10 05:19:00 PDT 2023,Mon Apr 10 05:19:46 PDT 2023,Thu Apr 13 05:19:46 PDT 2023,Thu Apr 13 05:20:24 PDT 2023,,,46,100% (17/17),100% (17/17),100% (17/17),"We are happy to have joined @mytreeUganda @BOU_Official @UgandaGolf @KAAdvocates @newvisionwire among others at the launch of ""Remember Me"" initiative where we are creating a massive memorial book @ugandamuseums in memory of #COVID19 victims and planting a tree for each. https://t.co/BN5URy1qWF",N/A,,
32TMVRKDGNRR12SOJNGYJ26BAA6844,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3J88R45B2HR6SGD9FHPGQJUPS31XPI,AD1ILDUXZHASF,Approved,Mon Apr 10 05:18:55 PDT 2023,Mon Apr 10 05:19:56 PDT 2023,Thu Apr 13 05:19:56 PDT 2023,Thu Apr 13 05:20:26 PDT 2023,,,61,100% (16/16),100% (16/16),100% (16/16),"We are happy to have joined @mytreeUganda @BOU_Official @UgandaGolf @KAAdvocates @newvisionwire among others at the launch of ""Remember Me"" initiative where we are creating a massive memorial book @ugandamuseums in memory of #COVID19 victims and planting a tree for each. https://t.co/BN5URy1qWF",Neutral,,
32TMVRKDGNRR12SOJNGYJ26BAA6844,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3X31TUMD7YF8BUDIGWB2ETH4IELL1G,AV3NMCN13C6RM,Approved,Mon Apr 10 05:21:16 PDT 2023,Mon Apr 10 05:21:33 PDT 2023,Thu Apr 13 05:21:33 PDT 2023,Thu Apr 13 05:22:23 PDT 2023,,,17,100% (6/6),100% (6/6),100% (6/6),"We are happy to have joined @mytreeUganda @BOU_Official @UgandaGolf @KAAdvocates @newvisionwire among others at the launch of ""Remember Me"" initiative where we are creating a massive memorial book @ugandamuseums in memory of #COVID19 victims and planting a tree for each. https://t.co/BN5URy1qWF",Neutral,,
3MA5N0ATTC4N55D92IJK4ZYTP3ZKWL,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3Z7ISHFUH1OARJE7UIBQ1IFABTYZ8W,A2H1RXUC8XNNIW,Approved,Mon Apr 10 05:20:12 PDT 2023,Mon Apr 10 05:20:32 PDT 2023,Thu Apr 13 05:20:32 PDT 2023,Thu Apr 13 05:20:35 PDT 2023,,,20,100% (6/6),100% (6/6),100% (6/6),"#Guatemala Health Ministry registers 661 new cases of #covid19, a total of 1,144,358. 2 patients died (19,915 + 2), 579 patients recovered (1,123,151). 9,133 tests were carried out at a positive rate of 7.24%. An estimated 1,292 cases of #coronavirusgt remain active.",Neutral,,
3MA5N0ATTC4N55D92IJK4ZYTP3ZKWL,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,30LB5CDZND3S9U94ZEYB839SSVO0ZC,A338TR8YEZA29R,Approved,Mon Apr 10 05:19:14 PDT 2023,Mon Apr 10 05:20:35 PDT 2023,Thu Apr 13 05:20:35 PDT 2023,Thu Apr 13 05:20:36 PDT 2023,,,81,100% (9/9),100% (9/9),100% (9/9),"#Guatemala Health Ministry registers 661 new cases of #covid19, a total of 1,144,358. 2 patients died (19,915 + 2), 579 patients recovered (1,123,151). 9,133 tests were carried out at a positive rate of 7.24%. An estimated 1,292 cases of #coronavirusgt remain active.",Near-right,,
3MA5N0ATTC4N55D92IJK4ZYTP3ZKWL,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3DEL4X4EL7E01U5A64LZ3AN1W84YXD,A3LZHZSE1ZA3B2,Approved,Mon Apr 10 05:21:26 PDT 2023,Mon Apr 10 05:21:58 PDT 2023,Thu Apr 13 05:21:58 PDT 2023,Thu Apr 13 05:22:26 PDT 2023,,,32,100% (13/13),100% (13/13),100% (13/13),"#Guatemala Health Ministry registers 661 new cases of #covid19, a total of 1,144,358. 2 patients died (19,915 + 2), 579 patients recovered (1,123,151). 9,133 tests were carried out at a positive rate of 7.24%. An estimated 1,292 cases of #coronavirusgt remain active.",Neutral,,
3MA5N0ATTC4N55D92IJK4ZYTP3ZKWL,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3PH3VY7DJMQLHKAPSLRWFYIWT01ZWB,A3VLYXEJ44AA4K,Approved,Mon Apr 10 05:18:15 PDT 2023,Mon Apr 10 05:18:54 PDT 2023,Thu Apr 13 05:18:54 PDT 2023,Thu Apr 13 05:19:27 PDT 2023,,,39,100% (10/10),100% (10/10),100% (10/10),"#Guatemala Health Ministry registers 661 new cases of #covid19, a total of 1,144,358. 2 patients died (19,915 + 2), 579 patients recovered (1,123,151). 9,133 tests were carried out at a positive rate of 7.24%. An estimated 1,292 cases of #coronavirusgt remain active.",Near-right,,
3MA5N0ATTC4N55D92IJK4ZYTP3ZKWL,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3300DTYQT3AIMSN7KPED2ZZSHTCEQH,AGZXQK81Y9BEI,Approved,Mon Apr 10 05:18:22 PDT 2023,Mon Apr 10 05:19:22 PDT 2023,Thu Apr 13 05:19:22 PDT 2023,Thu Apr 13 05:19:36 PDT 2023,,,60,100% (14/14),100% (14/14),100% (14/14),"#Guatemala Health Ministry registers 661 new cases of #covid19, a total of 1,144,358. 2 patients died (19,915 + 2), 579 patients recovered (1,123,151). 9,133 tests were carried out at a positive rate of 7.24%. An estimated 1,292 cases of #coronavirusgt remain active.",Near-right,,
3M93N4X8HKGZN4QI0S976VVV413SJF,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,37QW5D2ZRHFDQ7STZQHI5PI7OEZS8L,A12MUH7GQDNCLP,Approved,Mon Apr 10 05:18:49 PDT 2023,Mon Apr 10 05:19:25 PDT 2023,Thu Apr 13 05:19:25 PDT 2023,Thu Apr 13 05:19:37 PDT 2023,,,36,100% (8/8),100% (8/8),100% (8/8),"#COVID19  60,849 new cases in  https://t.co/hghFk9iNwi",Near-right,,
3M93N4X8HKGZN4QI0S976VVV413SJF,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3FTOP5WARGH29F40HSVPK9L29XB0JR,A2RQQX36STOLUR,Approved,Mon Apr 10 05:19:06 PDT 2023,Mon Apr 10 05:19:23 PDT 2023,Thu Apr 13 05:19:23 PDT 2023,Thu Apr 13 05:19:36 PDT 2023,,,17,100% (17/17),100% (17/17),100% (17/17),"#COVID19  60,849 new cases in  https://t.co/hghFk9iNwi",Neutral,,
3M93N4X8HKGZN4QI0S976VVV413SJF,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3SEPORI8WOSOA77MRGV4X9L51HYZA0,A2S1Y4WN2LCJ87,Approved,Mon Apr 10 05:22:49 PDT 2023,Mon Apr 10 05:24:42 PDT 2023,Thu Apr 13 05:24:42 PDT 2023,Thu Apr 13 05:25:23 PDT 2023,,,113,100% (3/3),100% (3/3),100% (3/3),"#COVID19  60,849 new cases in  https://t.co/hghFk9iNwi",Unidentifiable extreme,,
3M93N4X8HKGZN4QI0S976VVV413SJF,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,32N49TQG3HB71N2CQJ61C389D6TAVC,A2TW985PTHOP3A,Approved,Mon Apr 10 05:19:19 PDT 2023,Mon Apr 10 05:19:52 PDT 2023,Thu Apr 13 05:19:52 PDT 2023,Thu Apr 13 05:20:25 PDT 2023,,,33,100% (5/5),100% (5/5),100% (5/5),"#COVID19  60,849 new cases in  https://t.co/hghFk9iNwi",Near-left,,
3M93N4X8HKGZN4QI0S976VVV413SJF,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3RANCT1ZVGAC7II4R7WSBSQWHH4UB1,AYEMIOSIJ7X7G,Approved,Mon Apr 10 05:20:12 PDT 2023,Mon Apr 10 05:20:25 PDT 2023,Thu Apr 13 05:20:25 PDT 2023,Thu Apr 13 05:20:34 PDT 2023,,,13,100% (9/9),100% (9/9),100% (9/9),"#COVID19  60,849 new cases in  https://t.co/hghFk9iNwi",Neutral,,
3R0WOCG21M22ZVIUF1IWIYI6KERUDJ,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3QBD8R3Z22CX9EDYG6AW48S1P30O4D,A17S6D2Z3VO1M5,Approved,Mon Apr 10 05:19:17 PDT 2023,Mon Apr 10 05:19:30 PDT 2023,Thu Apr 13 05:19:30 PDT 2023,Thu Apr 13 05:19:39 PDT 2023,,,13,100% (12/12),100% (12/12),100% (12/12),"#nCoVStats @HPI_DE Daily #COVID19 update: Worldwide #infections hit 635.2M. Good to know that 397.9M (63%) people are reported as #recovered, but also 6.6M (1%) as #deceased. https://t.co/cc76lcIh9p",Far-right,,
3R0WOCG21M22ZVIUF1IWIYI6KERUDJ,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3LPW2N6LKUVAI21VQX5F86Q47LJ5UC,A17SG2B08QE0RF,Approved,Mon Apr 10 05:18:46 PDT 2023,Mon Apr 10 05:18:51 PDT 2023,Thu Apr 13 05:18:51 PDT 2023,Thu Apr 13 05:19:26 PDT 2023,,,5,100% (7/7),100% (7/7),100% (7/7),"#nCoVStats @HPI_DE Daily #COVID19 update: Worldwide #infections hit 635.2M. Good to know that 397.9M (63%) people are reported as #recovered, but also 6.6M (1%) as #deceased. https://t.co/cc76lcIh9p",Near-right,,
3R0WOCG21M22ZVIUF1IWIYI6KERUDJ,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,39LNWE0K4VPMUQWAXHO9XFU9C7PUIB,A29Y78KCGCG7PB,Approved,Mon Apr 10 05:19:51 PDT 2023,Mon Apr 10 05:20:51 PDT 2023,Thu Apr 13 05:20:51 PDT 2023,Thu Apr 13 05:21:25 PDT 2023,,,60,100% (9/9),100% (9/9),100% (9/9),"#nCoVStats @HPI_DE Daily #COVID19 update: Worldwide #infections hit 635.2M. Good to know that 397.9M (63%) people are reported as #recovered, but also 6.6M (1%) as #deceased. https://t.co/cc76lcIh9p",Neutral,,
3R0WOCG21M22ZVIUF1IWIYI6KERUDJ,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,33FOTY3KENEF8QJC3JI3BARHO57C1R,A2RQQX36STOLUR,Approved,Mon Apr 10 05:20:33 PDT 2023,Mon Apr 10 05:20:42 PDT 2023,Thu Apr 13 05:20:42 PDT 2023,Thu Apr 13 05:21:24 PDT 2023,,,9,100% (17/17),100% (17/17),100% (17/17),"#nCoVStats @HPI_DE Daily #COVID19 update: Worldwide #infections hit 635.2M. Good to know that 397.9M (63%) people are reported as #recovered, but also 6.6M (1%) as #deceased. https://t.co/cc76lcIh9p",Neutral,,
3R0WOCG21M22ZVIUF1IWIYI6KERUDJ,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,33TIN5LC053A0YNC3OFLN71JP5DY9U,A3VS3NJGV3EAHT,Approved,Mon Apr 10 05:18:59 PDT 2023,Mon Apr 10 05:20:03 PDT 2023,Thu Apr 13 05:20:03 PDT 2023,Thu Apr 13 05:20:28 PDT 2023,,,64,100% (9/9),100% (9/9),100% (9/9),"#nCoVStats @HPI_DE Daily #COVID19 update: Worldwide #infections hit 635.2M. Good to know that 397.9M (63%) people are reported as #recovered, but also 6.6M (1%) as #deceased. https://t.co/cc76lcIh9p",Near-right,,
30EMX9PEVKCUYOW0ID9J7AV8JQ3SKE,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,323Q6SJS8J9XFDO0WABPB3SR27VHF6,A1IFIK8J49WBER,Approved,Mon Apr 10 05:18:34 PDT 2023,Mon Apr 10 05:19:13 PDT 2023,Thu Apr 13 05:19:13 PDT 2023,Thu Apr 13 05:19:32 PDT 2023,,,39,100% (3/3),100% (3/3),100% (3/3),"The Beast's Great Sorcery Deception

Here's Why the Vaccine Will Become the #Mark...

---&gt; https://t.co/fwPDDyVYUf 

#NWO #Vatican #Mystery #Babylon #Vaccine #COVID19 #Prepping",Near-right,,
30EMX9PEVKCUYOW0ID9J7AV8JQ3SKE,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3PZDLQMM0UEMXB18MNIHGT1MGBL2CY,A1P9IF475VLU2C,Approved,Mon Apr 10 05:18:23 PDT 2023,Mon Apr 10 05:19:16 PDT 2023,Thu Apr 13 05:19:16 PDT 2023,Thu Apr 13 05:19:33 PDT 2023,,,53,100% (11/11),100% (11/11),100% (11/11),"The Beast's Great Sorcery Deception

Here's Why the Vaccine Will Become the #Mark...

---&gt; https://t.co/fwPDDyVYUf 

#NWO #Vatican #Mystery #Babylon #Vaccine #COVID19 #Prepping",Neutral,,
30EMX9PEVKCUYOW0ID9J7AV8JQ3SKE,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3L6L49WXW1QB147GBREXV2SA88V54P,A3LZHZSE1ZA3B2,Approved,Mon Apr 10 05:18:28 PDT 2023,Mon Apr 10 05:19:23 PDT 2023,Thu Apr 13 05:19:23 PDT 2023,Thu Apr 13 05:19:36 PDT 2023,,,55,100% (13/13),100% (13/13),100% (13/13),"The Beast's Great Sorcery Deception

Here's Why the Vaccine Will Become the #Mark...

---&gt; https://t.co/fwPDDyVYUf 

#NWO #Vatican #Mystery #Babylon #Vaccine #COVID19 #Prepping",Far-right,,
30EMX9PEVKCUYOW0ID9J7AV8JQ3SKE,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3Z4GS9HPNW3N7V3I1IR1WYQGQGG77Q,AGPGKRQS4YIE9,Approved,Mon Apr 10 05:18:25 PDT 2023,Mon Apr 10 05:19:45 PDT 2023,Thu Apr 13 05:19:45 PDT 2023,Thu Apr 13 05:20:23 PDT 2023,,,80,100% (4/4),100% (4/4),100% (4/4),"The Beast's Great Sorcery Deception

Here's Why the Vaccine Will Become the #Mark...

---&gt; https://t.co/fwPDDyVYUf 

#NWO #Vatican #Mystery #Babylon #Vaccine #COVID19 #Prepping",Neutral,,
30EMX9PEVKCUYOW0ID9J7AV8JQ3SKE,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3NL0RFNU0GGEJNSJIEI3XRBS5YQ4K9,ASVXFO7HTJEIZ,Approved,Mon Apr 10 05:20:33 PDT 2023,Mon Apr 10 05:21:32 PDT 2023,Thu Apr 13 05:21:32 PDT 2023,Thu Apr 13 05:22:23 PDT 2023,,,59,100% (3/3),100% (3/3),100% (3/3),"The Beast's Great Sorcery Deception

Here's Why the Vaccine Will Become the #Mark...

---&gt; https://t.co/fwPDDyVYUf 

#NWO #Vatican #Mystery #Babylon #Vaccine #COVID19 #Prepping",Near-right,,
3SSN80MU8CH2U5IZCNF66IC0Y55KXE,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,33C7UALJVMRDWNTZM72Y9OVYYEM18A,A1BTHEZ4CGM868,Approved,Mon Apr 10 05:22:39 PDT 2023,Mon Apr 10 05:22:59 PDT 2023,Thu Apr 13 05:22:59 PDT 2023,Thu Apr 13 05:23:23 PDT 2023,,,20,100% (2/2),100% (2/2),100% (2/2),"Its been 705 days of severe adverse reactions and deaths and they STILL profess theyre SAFE!

#ExcessDeaths #SADS
#COVID19 #vaccineinjuries",Neutral,,
3SSN80MU8CH2U5IZCNF66IC0Y55KXE,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3WJEQKOXA9VRFBMEJ5MC5F1TO2M1AE,A1NPD0F3HKCOBF,Approved,Mon Apr 10 05:18:09 PDT 2023,Mon Apr 10 05:18:37 PDT 2023,Thu Apr 13 05:18:37 PDT 2023,Thu Apr 13 05:19:24 PDT 2023,,,28,100% (11/11),100% (11/11),100% (11/11),"Its been 705 days of severe adverse reactions and deaths and they STILL profess theyre SAFE!

#ExcessDeaths #SADS
#COVID19 #vaccineinjuries",Far-left,,
3SSN80MU8CH2U5IZCNF66IC0Y55KXE,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:35 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:35 PDT 2023,,,3AAJC4I4FHLZB0AQLM8HQ8OOR4SZJG,A2WNETMZ039ZEZ,Approved,Mon Apr 10 05:20:12 PDT 2023,Mon Apr 10 05:20:39 PDT 2023,Thu Apr 13 05:20:39 PDT 2023,Thu Apr 13 05:21:23 PDT 2023,,,27,100% (2/2),100% (2/2),100% (2/2),"Its been 705 days of severe adverse reactions and deaths and they STILL profess theyre SAFE!

#ExcessDeaths #SADS
#COVID19 #vaccineinjuries",Neutral,,
